Date,City,PM2.5,PM10,NO2,AQI
2023-09-15,Mumbai,15.86,30.1,2.92,24.0
2023-09-16,Mumbai,5.0,22.25,7.97,8.0
2023-09-17,Mumbai,5.0,12.2,5.89,8.0
2023-09-18,Mumbai,5.0,51.7,13.11,8.0
2023-09-19,Mumbai,5.0,38.37,12.89,8.0
2023-09-20,Mumbai,5.0,49.96,19.67,8.0
2023-09-21,Mumbai,5.0,33.74,5.55,8.0
2023-09-22,Mumbai,5.0,19.28,11.47,8.0
2023-09-23,Mumbai,5.0,22.96,8.28,8.0
2023-09-24,Mumbai,5.0,53.78,7.1,8.0
2023-09-25,Mumbai,5.0,28.94,2.0,8.0
2023-09-26,Mumbai,5.0,27.46,2.0,8.0
2023-09-27,Mumbai,12.51,49.44,2.0,19.0
2023-09-28,Mumbai,5.0,38.23,13.05,8.0
2023-09-29,Mumbai,5.0,50.44,12.38,8.0
2023-09-30,Mumbai,5.0,45.75,12.6,8.0
2023-10-01,Mumbai,5.76,17.08,13.68,9.0
2023-10-02,Mumbai,18.23,43.48,13.95,27.0
2023-10-03,Mumbai,35.63,26.97,11.25,53.0
2023-10-04,Mumbai,8.0,51.6,6.54,12.0
2023-10-05,Mumbai,19.6,67.99,12.72,29.0
2023-10-06,Mumbai,5.0,10.0,11.72,8.0
2023-10-07,Mumbai,5.0,33.02,8.53,8.0
2023-10-08,Mumbai,28.6,39.03,9.43,43.0
2023-10-09,Mumbai,5.0,29.31,15.77,8.0
2023-10-10,Mumbai,5.0,34.6,7.9,8.0
2023-10-11,Mumbai,12.3,19.64,15.62,18.0
2023-10-12,Mumbai,5.0,50.26,8.93,8.0
2023-10-13,Mumbai,6.71,49.66,9.79,10.0
2023-10-14,Mumbai,8.25,58.57,2.33,12.0
2023-10-15,Mumbai,16.13,66.42,7.85,24.0
2023-10-16,Mumbai,5.48,36.91,3.7,8.0
2023-10-17,Mumbai,22.58,52.94,8.94,34.0
2023-10-18,Mumbai,5.0,46.1,13.45,8.0
2023-10-19,Mumbai,5.0,84.42,16.34,8.0
2023-10-20,Mumbai,26.39,18.86,17.01,40.0
2023-10-21,Mumbai,19.04,40.75,13.58,29.0
2023-10-22,Mumbai,5.42,73.69,4.89,8.0
2023-10-23,Mumbai,30.33,55.68,10.3,45.0
2023-10-24,Mumbai,16.04,49.13,12.51,24.0
2023-10-25,Mumbai,8.83,43.55,9.06,13.0
2023-10-26,Mumbai,11.64,55.51,6.89,17.0
2023-10-27,Mumbai,28.65,64.59,7.37,43.0
2023-10-28,Mumbai,10.27,35.78,5.19,15.0
2023-10-29,Mumbai,13.14,48.76,14.29,20.0
2023-10-30,Mumbai,21.18,37.16,17.77,32.0
2023-10-31,Mumbai,35.57,47.91,16.25,53.0
2023-11-01,Mumbai,5.0,39.71,9.44,8.0
2023-11-02,Mumbai,26.39,46.28,26.26,40.0
2023-11-03,Mumbai,6.46,76.02,7.98,10.0
2023-11-04,Mumbai,9.22,72.13,14.27,14.0
2023-11-05,Mumbai,28.98,87.14,15.59,43.0
2023-11-06,Mumbai,17.77,51.35,6.1,27.0
2023-11-07,Mumbai,22.95,39.15,11.56,34.0
2023-11-08,Mumbai,12.71,64.07,14.49,19.0
2023-11-09,Mumbai,30.92,73.26,9.81,46.0
2023-11-10,Mumbai,32.96,47.56,14.69,49.0
2023-11-11,Mumbai,21.44,48.05,13.42,32.0
2023-11-12,Mumbai,31.14,51.48,13.77,47.0
2023-11-13,Mumbai,21.59,45.38,20.12,32.0
2023-11-14,Mumbai,29.07,47.19,4.8,44.0
2023-11-15,Mumbai,28.1,87.47,6.78,42.0
2023-11-16,Mumbai,5.0,50.12,4.59,8.0
2023-11-17,Mumbai,15.97,39.16,2.56,24.0
2023-11-18,Mumbai,5.0,84.0,9.09,8.0
2023-11-19,Mumbai,50.88,48.01,16.2,76.0
2023-11-20,Mumbai,5.0,60.21,13.04,8.0
2023-11-21,Mumbai,25.22,41.31,5.44,38.0
2023-11-22,Mumbai,29.05,61.44,17.91,44.0
2023-11-23,Mumbai,30.76,62.49,10.63,46.0
2023-11-24,Mumbai,26.81,47.21,16.99,40.0
2023-11-25,Mumbai,16.02,71.97,16.02,24.0
2023-11-26,Mumbai,19.0,51.88,14.06,28.0
2023-11-27,Mumbai,10.07,59.85,14.0,15.0
2023-11-28,Mumbai,27.58,58.31,7.13,41.0
2023-11-29,Mumbai,19.3,50.47,14.04,29.0
2023-11-30,Mumbai,6.58,37.68,8.92,10.0
2023-12-01,Mumbai,20.96,45.21,4.49,31.0
2023-12-02,Mumbai,13.95,38.44,9.0,21.0
2023-12-03,Mumbai,5.0,54.89,6.4,8.0
2023-12-04,Mumbai,26.51,49.48,11.6,40.0
2023-12-05,Mumbai,39.88,73.71,18.36,60.0
2023-12-06,Mumbai,8.19,54.88,7.86,12.0
2023-12-07,Mumbai,21.34,42.05,7.47,32.0
2023-12-08,Mumbai,8.81,74.2,8.93,13.0
2023-12-09,Mumbai,9.41,52.51,6.4,14.0
2023-12-10,Mumbai,5.0,69.79,2.0,8.0
2023-12-11,Mumbai,8.44,62.45,5.96,13.0
2023-12-12,Mumbai,24.37,52.47,7.7,37.0
2023-12-13,Mumbai,5.0,64.57,5.83,8.0
2023-12-14,Mumbai,21.18,32.51,16.24,32.0
2023-12-15,Mumbai,26.79,47.23,10.77,40.0
2023-12-16,Mumbai,23.5,60.63,12.46,35.0
2023-12-17,Mumbai,15.7,55.11,7.92,24.0
2023-12-18,Mumbai,22.4,54.01,4.37,34.0
2023-12-19,Mumbai,17.44,43.7,8.05,26.0
2023-12-20,Mumbai,23.1,53.15,7.72,35.0
2023-12-21,Mumbai,8.37,56.33,13.68,13.0
2023-12-22,Mumbai,29.64,86.52,15.14,44.0
2023-12-23,Mumbai,9.16,48.77,17.07,14.0
2023-12-24,Mumbai,22.67,70.43,16.29,34.0
2023-12-25,Mumbai,7.52,66.27,10.67,11.0
2023-12-26,Mumbai,16.92,40.54,16.14,25.0
2023-12-27,Mumbai,26.68,82.06,22.2,40.0
2023-12-28,Mumbai,29.49,50.38,23.22,44.0
2023-12-29,Mumbai,31.92,62.28,13.78,48.0
2023-12-30,Mumbai,5.19,85.28,19.29,8.0
2023-12-31,Mumbai,28.9,61.86,23.0,43.0
2024-01-01,Mumbai,18.19,58.6,16.73,27.0
2024-01-02,Mumbai,20.9,57.92,8.56,31.0
2024-01-03,Mumbai,17.83,59.77,16.48,27.0
2024-01-04,Mumbai,35.96,63.88,18.63,54.0
2024-01-05,Mumbai,18.79,66.48,15.17,28.0
2024-01-06,Mumbai,28.84,51.43,18.39,43.0
2024-01-07,Mumbai,22.15,79.72,3.11,33.0
2024-01-08,Mumbai,17.28,62.73,10.46,26.0
2024-01-09,Mumbai,5.0,60.88,9.14,8.0
2024-01-10,Mumbai,15.71,67.74,4.41,24.0
2024-01-11,Mumbai,16.86,34.44,11.15,25.0
2024-01-12,Mumbai,39.18,49.58,17.37,59.0
2024-01-13,Mumbai,33.2,78.91,10.24,50.0
2024-01-14,Mumbai,35.06,61.97,4.84,53.0
2024-01-15,Mumbai,20.45,82.84,18.02,31.0
2024-01-16,Mumbai,25.3,85.43,15.36,38.0
2024-01-17,Mumbai,27.56,55.8,13.1,41.0
2024-01-18,Mumbai,15.2,78.31,11.49,23.0
2024-01-19,Mumbai,44.59,49.27,13.9,67.0
2024-01-20,Mumbai,20.76,80.78,10.9,31.0
2024-01-21,Mumbai,16.2,74.75,23.11,24.0
2024-01-22,Mumbai,34.0,40.78,13.32,51.0
2024-01-23,Mumbai,20.52,70.44,19.32,31.0
2024-01-24,Mumbai,23.42,59.44,13.4,35.0
2024-01-25,Mumbai,23.14,26.41,19.34,35.0
2024-01-26,Mumbai,34.86,81.04,8.46,52.0
2024-01-27,Mumbai,15.08,72.47,15.79,23.0
2024-01-28,Mumbai,26.85,53.28,16.29,40.0
2024-01-29,Mumbai,25.02,76.04,11.99,38.0
2024-01-30,Mumbai,17.35,78.66,15.65,26.0
2024-01-31,Mumbai,22.8,69.74,11.28,34.0
2024-02-01,Mumbai,28.51,48.17,25.08,43.0
2024-02-02,Mumbai,18.56,64.58,17.91,28.0
2024-02-03,Mumbai,17.48,59.85,11.48,26.0
2024-02-04,Mumbai,26.63,60.5,18.19,40.0
2024-02-05,Mumbai,27.74,65.75,17.8,42.0
2024-02-06,Mumbai,22.86,76.06,19.56,34.0
2024-02-07,Mumbai,22.88,66.05,19.1,34.0
2024-02-08,Mumbai,33.51,54.06,17.92,50.0
2024-02-09,Mumbai,36.06,60.21,14.98,54.0
2024-02-10,Mumbai,19.41,85.58,24.29,29.0
2024-02-11,Mumbai,12.31,41.26,13.93,18.0
2024-02-12,Mumbai,30.03,63.62,13.4,45.0
2024-02-13,Mumbai,44.09,68.67,5.2,66.0
2024-02-14,Mumbai,31.88,69.07,17.6,48.0
2024-02-15,Mumbai,23.73,45.93,20.56,36.0
2024-02-16,Mumbai,35.73,61.55,10.7,54.0
2024-02-17,Mumbai,24.1,88.85,17.91,36.0
2024-02-18,Mumbai,22.45,45.26,22.03,34.0
2024-02-19,Mumbai,20.9,60.03,16.18,31.0
2024-02-20,Mumbai,22.33,73.83,13.17,34.0
2024-02-21,Mumbai,7.62,53.65,12.54,11.0
2024-02-22,Mumbai,23.41,69.05,12.2,35.0
2024-02-23,Mumbai,10.84,78.55,22.68,16.0
2024-02-24,Mumbai,10.61,62.42,8.95,16.0
2024-02-25,Mumbai,15.94,40.29,15.38,24.0
2024-02-26,Mumbai,24.43,66.28,13.81,37.0
2024-02-27,Mumbai,24.04,51.94,20.61,36.0
2024-02-28,Mumbai,26.17,51.44,14.34,39.0
2024-02-29,Mumbai,40.23,33.61,17.26,60.0
2024-03-01,Mumbai,30.72,40.15,11.51,46.0
2024-03-02,Mumbai,14.77,48.17,17.76,22.0
2024-03-03,Mumbai,15.68,44.7,10.14,24.0
2024-03-04,Mumbai,27.65,61.93,7.75,41.0
2024-03-05,Mumbai,20.56,58.35,11.75,31.0
2024-03-06,Mumbai,28.78,48.76,14.71,43.0
2024-03-07,Mumbai,26.27,36.02,16.17,39.0
2024-03-08,Mumbai,18.42,55.77,22.67,28.0
2024-03-09,Mumbai,16.32,42.86,16.0,24.0
2024-03-10,Mumbai,19.82,57.35,14.28,30.0
2024-03-11,Mumbai,18.68,64.59,19.53,28.0
2024-03-12,Mumbai,30.67,36.2,26.8,46.0
2024-03-13,Mumbai,11.61,62.28,2.11,17.0
2024-03-14,Mumbai,8.23,70.89,12.66,12.0
2024-03-15,Mumbai,34.3,46.6,17.27,51.0
2024-03-16,Mumbai,20.06,37.96,10.07,30.0
2024-03-17,Mumbai,9.12,46.6,15.72,14.0
2024-03-18,Mumbai,5.0,10.0,17.58,8.0
2024-03-19,Mumbai,20.33,71.57,11.44,30.0
2024-03-20,Mumbai,8.01,14.65,12.39,12.0
2024-03-21,Mumbai,11.97,13.02,12.27,18.0
2024-03-22,Mumbai,5.0,42.73,12.48,8.0
2024-03-23,Mumbai,5.0,34.66,13.21,8.0
2024-03-24,Mumbai,5.0,21.58,11.16,8.0
2024-03-25,Mumbai,6.19,37.7,10.56,9.0
2024-03-26,Mumbai,10.17,59.69,15.2,15.0
2024-03-27,Mumbai,23.77,15.0,15.0,36.0
2024-03-28,Mumbai,10.02,47.23,6.67,15.0
2024-03-29,Mumbai,5.0,50.18,15.15,8.0
2024-03-30,Mumbai,5.0,56.31,14.69,8.0
2024-03-31,Mumbai,23.48,47.24,2.0,35.0
2024-04-01,Mumbai,5.0,29.12,13.98,8.0
2024-04-02,Mumbai,31.28,34.73,13.65,47.0
2024-04-03,Mumbai,8.1,35.95,14.03,12.0
2024-04-04,Mumbai,5.0,35.13,17.73,8.0
2024-04-05,Mumbai,15.8,43.68,5.09,24.0
2024-04-06,Mumbai,5.0,40.43,8.46,8.0
2024-04-07,Mumbai,12.41,26.68,14.02,19.0
2024-04-08,Mumbai,5.0,24.78,19.03,8.0
2024-04-09,Mumbai,19.25,40.46,6.67,29.0
2024-04-10,Mumbai,5.0,23.63,6.44,8.0
2024-04-11,Mumbai,6.66,26.4,8.85,10.0
2024-04-12,Mumbai,5.95,43.25,14.27,9.0
2024-04-13,Mumbai,8.79,15.29,15.43,13.0
2024-04-14,Mumbai,9.51,24.24,13.42,14.0
2024-04-15,Mumbai,5.0,35.78,5.27,8.0
2024-04-16,Mumbai,5.0,20.37,8.61,8.0
2024-04-17,Mumbai,18.58,40.06,14.21,28.0
2024-04-18,Mumbai,5.0,37.84,14.87,8.0
2024-04-19,Mumbai,7.52,33.91,9.21,11.0
2024-04-20,Mumbai,21.63,31.7,7.29,32.0
2024-04-21,Mumbai,5.0,43.97,13.86,8.0
2024-04-22,Mumbai,5.0,24.87,11.49,8.0
2024-04-23,Mumbai,5.0,10.0,6.62,8.0
2024-04-24,Mumbai,5.0,34.0,12.1,8.0
2024-04-25,Mumbai,5.0,17.16,15.36,8.0
2024-04-26,Mumbai,6.96,10.59,3.27,10.0
2024-04-27,Mumbai,5.0,37.62,7.41,8.0
2024-04-28,Mumbai,5.0,27.96,4.04,8.0
2024-04-29,Mumbai,5.0,25.91,9.99,8.0
2024-04-30,Mumbai,5.0,16.11,5.48,8.0
2024-05-01,Mumbai,5.0,33.41,8.93,8.0
2024-05-02,Mumbai,5.0,34.92,2.0,8.0
2024-05-03,Mumbai,5.0,17.94,16.28,8.0
2024-05-04,Mumbai,5.0,42.16,5.73,8.0
2024-05-05,Mumbai,5.0,10.0,10.82,8.0
2024-05-06,Mumbai,5.0,38.59,9.0,8.0
2024-05-07,Mumbai,6.25,37.23,5.74,9.0
2024-05-08,Mumbai,7.88,15.83,9.56,12.0
2024-05-09,Mumbai,5.0,61.93,15.7,8.0
2024-05-10,Mumbai,5.0,10.0,11.43,8.0
2024-05-11,Mumbai,5.0,28.34,3.56,8.0
2024-05-12,Mumbai,7.66,19.4,5.97,11.0
2024-05-13,Mumbai,5.0,31.08,13.9,8.0
2024-05-14,Mumbai,5.0,10.0,9.11,8.0
2024-05-15,Mumbai,6.15,17.96,3.37,9.0
2024-05-16,Mumbai,5.0,32.9,8.53,8.0
2024-05-17,Mumbai,5.0,10.0,5.91,8.0
2024-05-18,Mumbai,5.0,28.88,14.78,8.0
2024-05-19,Mumbai,5.0,19.16,7.29,8.0
2024-05-20,Mumbai,9.5,10.0,7.36,14.0
2024-05-21,Mumbai,5.0,10.0,6.99,8.0
2024-05-22,Mumbai,5.0,34.7,13.31,8.0
2024-05-23,Mumbai,5.0,10.0,2.4,8.0
2024-05-24,Mumbai,5.0,10.0,13.81,8.0
2024-05-25,Mumbai,5.0,10.0,9.7,8.0
2024-05-26,Mumbai,5.0,34.58,8.53,8.0
2024-05-27,Mumbai,5.0,30.86,7.24,8.0
2024-05-28,Mumbai,7.74,11.18,2.0,12.0
2024-05-29,Mumbai,5.0,22.7,10.23,8.0
2024-05-30,Mumbai,5.0,30.98,13.56,8.0
2024-05-31,Mumbai,5.0,13.33,5.79,8.0
2024-06-01,Mumbai,17.52,17.47,8.64,26.0
2024-06-02,Mumbai,8.29,10.0,6.87,12.0
2024-06-03,Mumbai,6.03,34.29,12.58,9.0
2024-06-04,Mumbai,5.0,15.63,5.97,8.0
2024-06-05,Mumbai,5.0,10.0,14.31,8.0
2024-06-06,Mumbai,5.0,10.0,2.0,8.0
2024-06-07,Mumbai,5.0,31.85,8.52,8.0
2024-06-08,Mumbai,5.0,10.0,5.7,8.0
2024-06-09,Mumbai,5.0,21.89,8.59,8.0
2024-06-10,Mumbai,5.0,10.0,14.32,8.0
2024-06-11,Mumbai,5.0,18.1,13.43,8.0
2024-06-12,Mumbai,5.0,27.69,5.82,8.0
2024-06-13,Mumbai,5.0,11.16,12.22,8.0
2024-06-14,Mumbai,5.0,10.0,3.93,8.0
2024-06-15,Mumbai,5.0,20.03,6.88,8.0
2024-06-16,Mumbai,7.36,10.0,13.79,11.0
2024-06-17,Mumbai,5.0,16.94,6.6,8.0
2024-06-18,Mumbai,5.0,13.77,3.91,8.0
2024-06-19,Mumbai,5.0,13.42,6.72,8.0
2024-06-20,Mumbai,5.0,10.0,8.96,8.0
2024-06-21,Mumbai,5.0,25.38,7.57,8.0
2024-06-22,Mumbai,5.0,29.6,14.29,8.0
2024-06-23,Mumbai,5.0,27.27,9.3,8.0
2024-06-24,Mumbai,5.0,15.79,6.73,8.0
2024-06-25,Mumbai,5.0,13.04,15.74,8.0
2024-06-26,Mumbai,5.0,16.15,7.88,8.0
2024-06-27,Mumbai,5.0,10.0,12.32,8.0
2024-06-28,Mumbai,5.34,15.83,5.22,8.0
2024-06-29,Mumbai,5.0,54.32,7.32,8.0
2024-06-30,Mumbai,5.0,10.0,4.23,8.0
2024-07-01,Mumbai,5.0,17.92,2.81,8.0
2024-07-02,Mumbai,5.0,10.0,3.13,8.0
2024-07-03,Mumbai,5.0,10.0,13.02,8.0
2024-07-04,Mumbai,18.15,10.0,12.17,27.0
2024-07-05,Mumbai,5.0,25.45,2.59,8.0
2024-07-06,Mumbai,5.0,10.0,6.53,8.0
2024-07-07,Mumbai,7.51,17.97,4.06,11.0
2024-07-08,Mumbai,5.0,10.0,10.43,8.0
2024-07-09,Mumbai,5.0,21.56,4.73,8.0
2024-07-10,Mumbai,5.0,15.64,4.83,8.0
2024-07-11,Mumbai,5.0,17.81,5.91,8.0
2024-07-12,Mumbai,5.0,10.73,2.0,8.0
2024-07-13,Mumbai,5.0,11.29,2.0,8.0
2024-07-14,Mumbai,5.0,16.66,2.0,8.0
2024-07-15,Mumbai,5.0,10.0,2.0,8.0
2024-07-16,Mumbai,5.0,10.0,2.0,8.0
2024-07-17,Mumbai,5.0,13.13,2.44,8.0
2024-07-18,Mumbai,5.0,10.0,5.67,8.0
2024-07-19,Mumbai,5.0,10.0,2.0,8.0
2024-07-20,Mumbai,5.0,10.0,10.35,8.0
2024-07-21,Mumbai,5.0,12.26,8.16,8.0
2024-07-22,Mumbai,5.0,10.0,2.0,8.0
2024-07-23,Mumbai,5.0,10.0,11.12,8.0
2024-07-24,Mumbai,5.0,10.0,9.04,8.0
2024-07-25,Mumbai,5.0,24.39,5.17,8.0
2024-07-26,Mumbai,5.0,10.0,2.0,8.0
2024-07-27,Mumbai,5.0,17.02,8.97,8.0
2024-07-28,Mumbai,5.0,10.0,2.0,8.0
2024-07-29,Mumbai,5.0,10.0,2.0,8.0
2024-07-30,Mumbai,5.35,20.14,9.37,8.0
2024-07-31,Mumbai,5.0,36.3,21.54,8.0
2024-08-01,Mumbai,5.0,16.26,11.28,8.0
2024-08-02,Mumbai,7.85,28.05,14.07,12.0
2024-08-03,Mumbai,7.81,31.3,14.86,12.0
2024-08-04,Mumbai,5.0,10.0,2.35,8.0
2024-08-05,Mumbai,5.0,10.0,16.05,8.0
2024-08-06,Mumbai,5.0,24.67,8.92,8.0
2024-08-07,Mumbai,5.0,38.81,3.85,8.0
2024-08-08,Mumbai,5.0,10.0,4.47,8.0
2024-08-09,Mumbai,5.0,11.32,9.7,8.0
2024-08-10,Mumbai,9.02,17.69,2.25,14.0
2024-08-11,Mumbai,5.0,47.71,11.62,8.0
2024-08-12,Mumbai,5.0,10.0,9.76,8.0
2024-08-13,Mumbai,5.0,10.0,10.79,8.0
2024-08-14,Mumbai,9.07,15.24,2.0,14.0
2024-08-15,Mumbai,5.0,10.0,11.27,8.0
2024-08-16,Mumbai,5.0,15.64,10.0,8.0
2024-08-17,Mumbai,5.0,12.14,2.0,8.0
2024-08-18,Mumbai,5.0,10.0,9.4,8.0
2024-08-19,Mumbai,13.32,18.9,4.87,20.0
2024-08-20,Mumbai,5.0,28.98,4.56,8.0
2024-08-21,Mumbai,5.0,32.08,2.8,8.0
2024-08-22,Mumbai,7.84,10.0,2.0,12.0
2024-08-23,Mumbai,5.0,10.0,2.0,8.0
2024-08-24,Mumbai,5.0,10.0,15.15,8.0
2024-08-25,Mumbai,5.0,10.0,11.58,8.0
2024-08-26,Mumbai,7.45,13.52,6.72,11.0
2024-08-27,Mumbai,5.0,16.18,11.68,8.0
2024-08-28,Mumbai,5.0,12.28,4.39,8.0
2024-08-29,Mumbai,5.0,10.0,3.61,8.0
2024-08-30,Mumbai,5.0,31.21,2.0,8.0
2024-08-31,Mumbai,5.0,19.72,14.5,8.0
2024-09-01,Mumbai,5.0,41.38,10.4,8.0
2024-09-02,Mumbai,24.98,10.0,20.32,37.0
2024-09-03,Mumbai,5.0,36.05,9.35,8.0
2024-09-04,Mumbai,6.96,46.3,9.36,10.0
2024-09-05,Mumbai,11.98,13.81,12.84,18.0
2024-09-06,Mumbai,5.0,15.31,13.41,8.0
2024-09-07,Mumbai,13.07,10.0,11.11,20.0
2024-09-08,Mumbai,23.33,20.77,8.85,35.0
2024-09-09,Mumbai,5.0,54.49,16.3,8.0
2024-09-10,Mumbai,5.0,36.43,7.55,8.0
2024-09-11,Mumbai,5.0,52.06,8.64,8.0
2024-09-12,Mumbai,5.0,24.91,14.17,8.0
2024-09-13,Mumbai,6.73,22.42,2.0,10.0
2024-09-14,Mumbai,5.0,10.0,8.02,8.0
2024-09-15,Mumbai,7.8,21.45,6.51,12.0
2024-09-16,Mumbai,5.0,25.85,10.43,8.0
2024-09-17,Mumbai,13.08,22.56,10.82,20.0
2024-09-18,Mumbai,5.0,10.0,14.66,8.0
2024-09-19,Mumbai,5.0,16.97,17.54,8.0
2024-09-20,Mumbai,5.0,26.8,2.66,8.0
2024-09-21,Mumbai,5.0,43.63,11.7,8.0
2024-09-22,Mumbai,14.3,46.03,9.14,21.0
2024-09-23,Mumbai,5.0,11.04,17.49,8.0
2024-09-24,Mumbai,5.0,16.17,14.86,8.0
2024-09-25,Mumbai,5.0,44.39,16.16,8.0
2024-09-26,Mumbai,19.06,63.9,3.01,29.0
2024-09-27,Mumbai,24.43,62.59,11.63,37.0
2024-09-28,Mumbai,5.06,29.86,8.34,8.0
2024-09-29,Mumbai,5.0,15.37,9.12,8.0
2024-09-30,Mumbai,18.61,22.87,8.07,28.0
2024-10-01,Mumbai,5.0,15.6,14.38,8.0
2024-10-02,Mumbai,6.37,34.18,16.36,10.0
2024-10-03,Mumbai,28.96,31.82,7.09,43.0
2024-10-04,Mumbai,21.43,36.54,5.98,32.0
2024-10-05,Mumbai,9.86,34.94,8.41,15.0
2024-10-06,Mumbai,7.48,28.78,18.87,11.0
2024-10-07,Mumbai,5.0,56.42,11.11,8.0
2024-10-08,Mumbai,7.73,33.37,13.97,12.0
2024-10-09,Mumbai,17.32,36.17,16.75,26.0
2024-10-10,Mumbai,29.88,17.07,19.18,45.0
2024-10-11,Mumbai,15.6,37.01,23.32,23.0
2024-10-12,Mumbai,18.03,50.33,10.54,27.0
2024-10-13,Mumbai,12.55,26.66,14.66,19.0
2024-10-14,Mumbai,22.05,39.55,15.23,33.0
2024-10-15,Mumbai,14.11,23.95,8.25,21.0
2024-10-16,Mumbai,5.0,46.07,3.52,8.0
2024-10-17,Mumbai,10.32,46.06,6.55,15.0
2024-10-18,Mumbai,5.0,36.54,11.91,8.0
2024-10-19,Mumbai,42.81,24.12,10.96,64.0
2024-10-20,Mumbai,8.95,55.24,16.66,13.0
2024-10-21,Mumbai,25.37,75.13,14.65,38.0
2024-10-22,Mumbai,5.0,27.87,7.25,8.0
2024-10-23,Mumbai,10.68,51.25,5.38,16.0
2024-10-24,Mumbai,13.26,56.45,14.3,20.0
2024-10-25,Mumbai,5.0,57.22,13.53,8.0
2024-10-26,Mumbai,5.0,40.47,14.99,8.0
2024-10-27,Mumbai,16.12,38.42,5.23,24.0
2024-10-28,Mumbai,18.21,51.53,4.94,27.0
2024-10-29,Mumbai,5.0,55.23,14.18,8.0
2024-10-30,Mumbai,20.53,56.03,18.88,31.0
2024-10-31,Mumbai,17.12,44.2,10.7,26.0
2024-11-01,Mumbai,17.09,57.66,5.51,26.0
2024-11-02,Mumbai,20.52,75.34,16.15,31.0
2024-11-03,Mumbai,11.85,37.23,13.99,18.0
2024-11-04,Mumbai,26.37,57.61,7.01,40.0
2024-11-05,Mumbai,26.98,48.5,18.44,40.0
2024-11-06,Mumbai,45.87,49.26,11.04,69.0
2024-11-07,Mumbai,5.0,38.31,15.2,8.0
2024-11-08,Mumbai,5.0,20.95,15.3,8.0
2024-11-09,Mumbai,17.93,48.92,13.96,27.0
2024-11-10,Mumbai,12.85,23.04,6.04,19.0
2024-11-11,Mumbai,32.01,22.53,2.0,48.0
2024-11-12,Mumbai,5.0,58.11,7.83,8.0
2024-11-13,Mumbai,5.0,69.4,3.82,8.0
2024-11-14,Mumbai,5.0,77.02,8.69,8.0
2024-11-15,Mumbai,6.9,34.77,10.77,10.0
2024-11-16,Mumbai,11.94,36.95,13.28,18.0
2024-11-17,Mumbai,24.51,54.53,6.84,37.0
2024-11-18,Mumbai,5.0,41.93,7.78,8.0
2024-11-19,Mumbai,17.48,21.44,8.35,26.0
2024-11-20,Mumbai,8.49,22.3,9.05,13.0
2024-11-21,Mumbai,12.94,55.07,13.78,19.0
2024-11-22,Mumbai,5.0,59.8,11.89,8.0
2024-11-23,Mumbai,22.55,56.65,11.57,34.0
2024-11-24,Mumbai,5.72,37.86,6.38,9.0
2024-11-25,Mumbai,16.08,68.12,5.63,24.0
2024-11-26,Mumbai,25.66,53.66,6.61,38.0
2024-11-27,Mumbai,34.2,55.03,16.88,51.0
2024-11-28,Mumbai,37.9,69.88,8.71,57.0
2024-11-29,Mumbai,17.91,55.8,9.72,27.0
2024-11-30,Mumbai,5.93,79.17,13.1,9.0
2024-12-01,Mumbai,19.64,49.22,19.18,29.0
2024-12-02,Mumbai,20.99,62.58,13.18,31.0
2024-12-03,Mumbai,5.0,37.79,16.55,8.0
2024-12-04,Mumbai,31.69,74.59,4.99,48.0
2024-12-05,Mumbai,29.97,53.78,9.28,45.0
2024-12-06,Mumbai,13.17,51.25,14.97,20.0
2024-12-07,Mumbai,15.86,60.92,7.2,24.0
2024-12-08,Mumbai,15.25,62.92,21.19,23.0
2024-12-09,Mumbai,5.0,34.11,15.84,8.0
2024-12-10,Mumbai,16.4,60.69,12.99,25.0
2024-12-11,Mumbai,25.95,57.74,2.0,39.0
2024-12-12,Mumbai,22.49,64.23,10.07,34.0
2024-12-13,Mumbai,17.15,77.14,17.71,26.0
2024-12-14,Mumbai,26.26,52.26,13.48,39.0
2024-12-15,Mumbai,15.28,64.74,14.97,23.0
2024-12-16,Mumbai,19.27,69.78,6.57,29.0
2024-12-17,Mumbai,5.0,83.44,15.73,8.0
2024-12-18,Mumbai,12.01,55.86,7.22,18.0
2024-12-19,Mumbai,24.81,101.82,7.01,37.0
2024-12-20,Mumbai,35.93,44.3,9.46,54.0
2024-12-21,Mumbai,30.54,60.86,7.1,46.0
2024-12-22,Mumbai,28.49,48.35,15.03,43.0
2024-12-23,Mumbai,23.22,65.61,14.85,35.0
2024-12-24,Mumbai,26.79,56.09,12.05,40.0
2024-12-25,Mumbai,31.91,40.04,9.53,48.0
2024-12-26,Mumbai,36.52,66.53,14.73,55.0
2024-12-27,Mumbai,10.89,67.15,9.12,16.0
2024-12-28,Mumbai,6.72,67.03,25.61,10.0
2024-12-29,Mumbai,22.55,70.11,3.96,34.0
2024-12-30,Mumbai,25.98,47.9,5.36,39.0
2024-12-31,Mumbai,14.09,74.49,15.97,21.0
2025-01-01,Mumbai,37.58,36.66,12.5,56.0
2025-01-02,Mumbai,7.62,24.76,10.66,11.0
2025-01-03,Mumbai,26.38,54.29,15.13,40.0
2025-01-04,Mumbai,5.0,35.62,7.25,8.0
2025-01-05,Mumbai,26.07,80.07,11.95,39.0
2025-01-06,Mumbai,11.91,47.7,14.14,18.0
2025-01-07,Mumbai,16.58,85.49,10.56,25.0
